10.1111/ecog.02712
10.1029/2001GC000166
10.1046/j.1365-3091.2002.00463.x
10.1144/gsl.sp.1996.106.01.24
10.1306/05070706052
10.2110/jsr.2005.010
10.1002/adts.201800088
10.1002/cphc.201800386
10.1016/S0010-4655(00)00187-9
10.1021/ja102468g
10.1039/B511082C
10.1039/b818616b
10.1039/c3cp52958d
10.1039/C4CP03092C
10.1039/C4SM02275K
10.1039/C5CP03702F
10.1039/c6ra27158h
10.1039/C6SM01669C
10.1039/C6SM01920J
10.1039/C7CP01552F
10.1039/C7CP07496D
10.1039/C7RA11589J
10.1039/c7sm02152f
10.1039/C8CP05889J
10.1063/1.1588292
10.1063/1.1617980
10.1063/1.1948376
10.1080/02678292.2017.1342005
10.1080/02678292.2018.1492037
10.1080/15421406.2015.1030580
10.1103/PhysRevE.79.031702
10.1103/PhysRevLett.102.013005
10.1103/PhysRevLett.97.267801
10.1007/s12685-012-0053-z
10.1016/j.quascirev.2017.06.017
10.1163/22134522-12340066
10.1002/tie.20088
10.1080/00263200500119258
10.1080/13530190500281580
10.1080/13629390207030010
10.1093/jis/9.1.46
10.1046/j.1365-8711.2001.04703.x
10.1046/j.1365-8711.2002.05847.x
10.1046/j.1365-8711.2003.06198.x
10.1051/0004-6361:20010118
10.1093/mnras/stt1443
10.1093/mnras/stv2279
10.1111/j.1365-2966.2006.10337.x
10.1111/j.1365-2966.2008.13386.x
10.1111/j.1365-2966.2008.14346.x
10.1111/j.1365-2966.2009.15409.x
10.1364/AO.46.004754
10.1364/OE.14.000988
10.1002/ppul.20183
10.1006/bbrc.2001.4453
10.1006/bbrc.2001.5432
10.1007/978-3-7091-6679-6_4
10.1007/BF00215897
10.1007/BF01922434
10.1007/BF01929350
10.1007/BF01948001
10.1007/BF02327077
10.1007/s002329900550
10.1007/s00424-008-0587-1
10.1016/0040-8166(88)90011-0
10.1016/0040-8166(88)90016-X
10.1016/0300-9629(95)00011-U
10.1016/j.ejphar.2014.03.005
10.1016/j.febslet.2004.09.030
10.1016/j.resp.2007.10.004
10.1016/S0006-291X(03)00832-5
10.1038/sj.bjp.0701093
10.1038/sj.bjp.0701888
10.1038/sj.bjp.0701942
10.1038/sj.bjp.0702470
10.1038/sj.bjp.0702767
10.1038/sj.bjp.0703324
10.1038/sj.bjp.0703743
10.1038/sj.bjp.0706822
10.1042/BJ20090366
10.1042/BJ20120339
10.1093/molehr/gau003
10.1111/j.1365-2133.1987.tb07494.x
10.1111/j.1469-445X.1999.01869.x
10.1111/j.1469-7793.2000.t01-1-00539.x
10.1111/j.1469-7793.2001.0105g.x
10.1111/j.1476-5381.2009.00564.x
10.1111/j.1476-5381.2010.00898.x
10.1111/j.1476-5381.2010.01003.x
10.1111/j.1476-5381.2012.01860.x
10.1113/jphysiol.2001.012806
10.1113/jphysiol.2002.022459
10.1113/jphysiol.2004.061143
10.1113/jphysiol.2004.074070
10.1113/jphysiol.2008.166405
10.1113/jphysiol.2009.171223
10.1146/annurev.physiol.66.071702.145229
10.1152/ajplung.00065.2006
10.1152/ajplung.00142.2001
10.1152/ajplung.00240.2007
10.1152/ajplung.00241.2007
10.1152/ajplung.00348.2002
10.1152/ajplung.00407.2003
10.1152/ajplung.00424.2006
10.1017/s0305004197002338
10.1007/s00211-014-0670-9
10.1016/j.apnum.2015.05.006
10.1016/j.physd.2007.10.017
10.1016/j.physd.2018.08.005
10.1063/1.5046773
10.1080/00036810500130745
10.1088/0951-7715/18/6/013
10.1088/0951-7715/25/3/677
10.1137/040618527
10.1137/080733358
10.1137/110834901
10.1175/2010JAS3650.1
10.3934/dcds.2016049
10.3934/dcdsb.2007.7.425
10.3934/dcdsb.2011.16.687
10.3934/dcdsb.2015.20.1251
10.5840/acpq201622982
10.5840/jphil20171141037
10.1002/ejsp.2027
10.1002/ejsp.775
10.1002/job.391
10.1002/job.624
10.1006/obhd.2000.2907
10.1007/s10551-015-2983-8
10.1007/s10551-016-3180-0
10.1007/s10869-013-9322-9
10.1007/s10869-015-9411-z
10.1007/s11031-014-9402-9
10.1016/j.jesp.2010.06.007
10.1016/j.jesp.2013.03.002
10.1016/j.jesp.2013.11.003
10.1016/j.leaqua.2004.09.002
10.1016/j.leaqua.2005.06.006
10.1016/j.leaqua.2010.03.009
10.1016/j.leaqua.2010.03.013
10.1016/j.leaqua.2011.11.002
10.1016/j.leaqua.2012.09.003
10.1016/j.paid.2015.03.020
10.1016/j.paid.2016.05.019
10.1017/beq.2015.14
10.1027/1866-5888/a000029
10.1027/1866-5888/a000043
10.1027/1866-5888/a000054
10.1037/0021-9010.86.4.621
10.1037/0021-9010.90.1.25
10.1037/0021-9010.90.1.3
10.1037/mot0000019
10.1080/13594320701275833
10.1080/1359432X.2013.871260
10.1111/1464-0597.00123
10.1111/bjso.12000
10.1111/j.1467-8551.2009.00643.x
10.1111/j.1467-8551.2009.00656.x
10.1111/j.1559-1816.1999.tb02026.x
10.1111/j.1559-1816.2008.00330.x
10.1111/j.1559-1816.2008.00405.x
10.1111/jasp.12269
10.1177/0149206316654543
10.1177/1368430299023002
10.1207/S15324834BASP2304_5
10.1348/014466602760060228
10.1348/014466605X41986
10.1348/096317909X479727
10.1515/humor-2014-0017
10.1556/0406.19.2018.004
10.3389/fpsyg.2018.01281
10.5465/AMJ.2009.41331253
10.1108/EUM0000000006182
10.1093/pubmed/fdw094
10.1111/area.12327
10.1177/1356389013484203
10.1108/17466661311309790
10.1017/S0068246200003226
10.1080/01433768.2013.855393
10.11141/ia.40.2
10.1179/175355310X12880170217652
10.3815/000000006784016161
10.1007/JHEP10(2012)006
10.1088/0264-9381/26/22/225009
10.1088/1126-6708/2008/10/037
10.1103/PhysRevD.78.044034
10.1103/PhysRevD.82.026001
10.1103/PhysRevD.83.023511
10.1103/PhysRevD.84.123517
10.1016/j.gca.2008.10.018
10.1144/0016-76492008-003
10.1111/j.1468-2230.2008.00709.x
10.1080/01402380903538856
10.1080/09644000701652490
10.1080/09644008.2018.1429410
10.1080/09651560601042837
10.1177/0010836717750200
10.3167/gps.2007.250303
10.3167/gps.2008.260402
10.1007/s00526-017-1178-9
10.1016/j.asr.2018.09.042
10.1016/j.astropartphys.2006.01.003
10.1088/0954-3899/29/4/304
10.1088/0954-3899/29/5/301
10.1088/0954-3899/31/12/009
10.1111/j.1365-2966.2005.09030.x
10.1238/physica.regular.063a00504
10.1002/2013JB010928
10.1016/j.pepi.2009.05.002
10.1130/G30778.1
10.5194/se-2-315-2011
10.1177/0968533217705693
10.1017/S0956793313000174
10.1086/603603
10.1093/pastj/gtl011
10.1093/pastj/gtw034
10.1111/1468-229X.12060
10.1353/jsh.2006.0024
10.2307/3679403
10.1016/j.electacta.2015.10.077
10.1016/j.sna.2005.02.010
10.1021/acs.langmuir.5b03240
10.1021/jp202325m
10.1039/C7SM00290D
10.1049/esej:19980105
10.1049/ip-smt:20040167
10.1088/0960-1317/11/1/302
10.1243/09544062JMES676
10.1504/IJCMSSE.2009.027481
10.1484/J.NML.5.103454
10.1108/02686900610653026
10.1002/jqs.1230
10.1016/j.jseaes.2004.01.009
10.1016/j.margeo.2018.06.013
10.1016/j.quascirev.2009.02.009
10.1016/j.quascirev.2009.05.004
10.2113/35.3.259
10.1075/ni.21.2.20woo
10.1093/schbul/sbu018
10.1108/13619321111178041
10.1136/medhum-2011-010045
10.1136/medhum-2016-011167
10.12929/jls.06.1.03
10.3109/09638237.2013.799267
10.5406/historypresent.1.2.0244
10.1016/j.colsurfa.2011.07.027
10.1021/jp201338s
10.1039/c1an15722a
10.1039/c3sm52817k
10.1093/OBO/9780199846719-0072
10.1177/0306197317724666
10.3366/iur.2018.0358
10.1007/s00127-010-0211-5
10.1007/s10479-014-1529-2
10.1080/00365520701686210
10.1080/02664763.2013.818625
10.1080/15598608.2013.862753
10.1214/13-BA847
10.3109/09638237.2011.608743
10.1080/09699082.2018.1510940
10.3366/E1354991X0800007X
10.3366/rom.2016.0291
10.7202/019260ar
10.1002/2014JG002671
10.1002/2015jg003182
10.1002/2016JG003375
10.1002/2016JG003493
10.1002/2016JG003614
10.1002/2016JG003697
10.1002/esp.2174
10.1002/esp.3795
10.1002/hyp.10093
10.1002/hyp.10164
10.1002/hyp.13379
10.1002/wat2.1169
10.1007/s00027-015-0448-x
10.1007/s00027-015-0456-x
10.1007/s10533-013-9877-6
10.1007/s10533-015-0074-7
10.1007/s10533-016-0234-4
10.1007/s10533-016-0238-0
10.1007/s11356-014-3118-y
10.1016/j.agee.2018.09.020
10.1016/j.biombioe.2014.03.007
10.1016/j.catena.2014.10.029
10.1016/j.csr.2014.04.009
10.1016/j.ecolind.2015.11.033
10.1016/j.jhydrol.2007.01.046
10.1016/j.jhydrol.2011.09.020
10.1016/j.jhydrol.2013.03.016
10.1016/j.jhydrol.2013.08.048
10.1016/j.jhydrol.2013.09.012
10.1016/j.jhydrol.2014.02.050
10.1016/j.jhydrol.2014.07.051
10.1016/j.jhydrol.2014.09.066
10.1016/j.jhydrol.2014.11.019
10.1016/j.jhydrol.2015.01.075
10.1016/j.jhydrol.2015.09.068
10.1016/j.jhydrol.2018.01.046
10.1016/j.jhydrol.2019.01.075
10.1016/j.micromeso.2004.05.012
10.1016/j.scitotenv.2009.09.022
10.1016/j.scitotenv.2017.02.160
10.1021/es502852s
10.1029/2002WR001212
10.1029/2005GB002524
10.1029/2006GB002709
10.1029/2008GB003351
10.1029/2010GB003881
10.1029/2017JG003996
10.1038/NGEO2693
10.1080/03601230600850804
10.1111/ejss.12253
10.1111/j.1475-2743.2011.00365.x
10.1111/sum.12155
10.1111/sum.12164
10.1111/sum.12228
10.5194/bg-11-1911-2014
10.1088/0953-4075/39/11/L04
10.1088/0953-4075/40/16/003
10.1103/PhysRevA.80.022708
10.1111/j.1365-2966.2007.12420.x
10.1038/416067a
10.1038/nature07079
10.1039/b417440b
10.1063/1.2430708
10.1063/1.2812555
10.1063/1.2902972
10.1063/1.2902973
10.1063/1.5031842
10.1126/science.1114890
10.1093/fh/crm061
10.1093/fh/crp069
10.1215/00161071-2141109
10.1215/00161071-28-1-31
10.1002/ijop.12064
10.1002/job.2157
10.1007/s10902-016-9764-7
10.1007/s10902-016-9827-9
10.1007/s11205-013-0242-x
10.1007/s11205-013-0313-z
10.1007/s11205-014-0662-2
10.1007/s11205-014-0737-0
10.1016/j.jvb.2015.05.004
10.1016/j.jvb.2015.12.001
10.1016/j.jvb.2018.11.010
10.1016/j.paid.2018.01.035
10.1016/j.psychsport.2018.07.014
10.1017/iop.2018.100
10.1017/iop.2018.19
10.1037/a0025673
10.1037/apl0000063
10.1037/gdn0000027
10.1037/spy0000086
10.1080/10413200.2016.1162221
10.1080/17439760.2014.950178
10.1108/PR-05-2015-0134
10.1111/etap.12084
10.1111/j.2044-8325.2011.02048.x
10.1111/joop.12227
10.1177/0018726713496124
10.1177/0149206311429862
10.1177/0149206314544745
10.5465/amj.2013.1064
10.1002/polb.20089
10.1007/s00198-017-4122-0
10.1016/j.biomaterials.2006.01.030
10.1016/j.biomaterials.2006.03.010
10.1016/j.colsurfa.2015.04.047
10.1016/j.desal.2011.04.035
10.1016/j.desal.2013.01.025
10.1016/j.desal.2015.08.007
10.1016/j.desal.2017.09.003
10.1016/j.jeurceramsoc.2012.01.003
10.1016/j.knee.2011.01.004
10.1016/j.memsci.2017.06.070
10.1016/j.memsci.2017.07.019
10.1016/S0142-9612(02)00117-5
10.1021/ie302363e
10.1023/A:1010972401392
10.1039/c0py00374c
10.1080/19443994.2015.1040854
10.1205/026387602320224003
10.1302/0301-620X.91B5.21525
10.5301/IJAO.2008.646
10.1007/s10816-007-9034-4
10.1007/s11948-999-0041-6
10.1086/649268
10.1111/j.1527-2001.2004.tb01265.x
10.1111/j.1527-2001.2008.tb01441.x
10.1111/j.1527-2001.2010.01141.x
10.1111/j.1527-2001.2011.01179.x
10.1111/j.2041-6962.1996.tb00809.x
10.1111/j.2041-6962.2006.tb00029.x
10.1162/posc.1999.7.3.293
10.1177/0162243916671200
10.1353/epi.0.0009
10.1093/frebul/ktl037
10.1093/frebul/ktw029
10.1093/fs/knq181
10.1177/0957155806060796
10.1017/S0022377811000262
10.1038/nature22050
10.1051/0004-6361/201219281
10.1051/0004-6361/201834284
10.1063/1.3480639
10.1063/1.4798516
10.1063/1.4804338
10.1063/1.4893149
10.1063/1.4896060
10.1063/1.4918335
10.1088/0004-637X/805/1/39
10.3847/0004-637X/820/1/77
10.3847/0004-637X/827/1/4
10.3847/1538-4357/837/2/113
10.3847/1538-4357/aa9ffc
10.3847/1538-4357/aaab4f
10.3847/1538-4357/aad9f7
10.3847/1538-4357/aaed2b
10.3847/2041-8213/aa6d72
10.3847/2041-8213/aa9e0a
10.1080/23306343.2015.1094846
10.1002/mar.21002
10.1016/j.jretconser.2018.09.010
10.1111/j.1468-2370.2012.00345.x
10.1016/j.aos.2006.09.011
10.1016/j.econlet.2017.03.028
10.1016/j.intfin.2016.12.005
10.1016/j.jimonfin.2014.10.002
10.1016/j.jimonfin.2016.06.014
10.1080/1351847X.2017.1411821
10.1080/14697688.2017.1418520
10.1111/fmii.12093
10.1007/s11002-017-9421-x
10.1108/EJM-06-2015-0356
10.1002/jsc.1898
10.1007/s11135-017-0482-y
10.1017/S0144686X07006848
10.1017/S0144686X1000139X
10.1017/S0714980817000526
10.1080/00223980.2011.613875
10.1111/j.1467-954X.2004.00485.x
10.2190/HA.11.1.b
10.5153/sro.3199
10.1093/isr/viy060
10.1177/1354066118768379
10.1016/j.culher.2016.03.007
10.1017/S1380203815000070
10.1080/17567505.2016.1253149
10.1111/1467-9655.12103
10.1111/1467-9655.12135
10.1111/1467-9655.12596
10.1111/1469-8676.12532
10.1111/j.1555-2934.2008.00023
10.1177/1359183512474383
10.1177/1359183518769111
10.14506/ca32.4.06
10.3167/sa.2013.570308
10.3366/E0001972008000211
10.1007/s00182-015-0525-3
10.1007/s00199-010-0569-3
10.1016/j.jmateco.2014.09.003
10.1007/s11207-007-9013-7
10.1007/s11207-007-9097-0
10.1007/s11207-008-9127-6
10.1007/s11207-008-9276-7
10.1007/s11207-010-9546-z
10.1007/s11207-013-0301-0
10.1007/s11207-015-0660-9
10.1007/s11207-015-0795-8
10.1007/s11214-018-0534-1
10.1017/s0022377818001204
10.1029/2010JA015611
10.1051/0004-6361/201117942
10.1051/0004-6361/201118278
10.1051/0004-6361/201323276
10.1051/0004-6361/201629122
10.1051/0004-6361/201730415
10.1051/swsc/2018012
10.1063/1.3657424
10.1063/1.4773903
10.1063/1.4913489
10.1086/524352
10.1086/590057
10.1088/0004-637X/699/2/1024
10.1088/0004-637X/709/2/1238
10.1088/0004-637X/773/2/93
10.1088/0004-637X/786/1/51
10.1088/0004-637X/800/1/48
10.1088/1742-6596/544/1/012002
10.1088/1751-8113/44/26/265501
10.1088/2041-8205/720/1/L20
10.1088/2041-8205/753/2/L34
10.1088/2041-8205/787/1/L3
10.1093/mnras/stt1818
10.1093/mnras/stv2920
10.1098/rspa.2015.0012
10.1103/PhysRevLett.105.085002
10.12942/lrsp-2012-6
10.3847/1538-4357/aa5c84
10.3847/1538-4357/aa8a70
10.3847/1538-4357/aaa1eb
10.3847/1538-4357/aad8bc
10.3847/1538-4357/aaec7c
10.1006/viro.2001.1150
10.1006/viro.2002.1540
10.1016/j.jmb.2004.05.015
10.1016/S0042-6822(02)00063-6
10.1074/jbc.M300518200
10.1099/0022-1317-83-8-1831
10.1099/vir.0.80712-0
10.1128/JVI.00335-09
10.1128/JVI.00526-07
10.1007/s00355-019-01176-8
10.1016/j.jebo.2013.05.013
10.1177/1527002517716973
10.1002/hec.3350
10.1007/s10640-016-0058-7
10.1007/s40271-018-0309-5
10.1016/j.econlet.2016.02.010
10.1016/j.jhealeco.2013.09.009
10.1111/rssc.12209
10.1021/acs.biochem.8b00572
10.1021/acs.inorgchem.5b00031
10.1039/C3MT00258F
10.1039/C4MT00001C
10.1039/C4MT00301B
10.1039/C6MT00299D
10.1039/C7MT00291B
10.1021/om1010534
10.1039/b914851e
10.1107/S1600576717012067
10.1007/s13280-018-1014-2
10.1080/00905992.2015.1061983
10.1080/10758216.2016.1224552
10.1080/14608944.2016.1265493
10.1111/nana.12366
10.1007/jhep01(2014)058
10.1007/JHEP01(2019)020
10.1007/JHEP04(2018)102
10.1007/JHEP05(2011)130
10.1007/JHEP08(2013)062
10.1007/jhep09(2013)097
10.1016/j.geomphys.2013.04.002
10.1016/S0003-4916(03)00010-1
10.1016/S0034-4877(99)80029-9
10.1016/S0370-2693(00)00637-7
10.1016/S0370-2693(00)01061-3
10.1063/1.1586791
10.1063/1.3486690
10.1088/0305-4470/27/16/025
10.1088/0951-7715/11/5/008
10.1088/0951-7715/18/6/011
10.1088/1126-6708/2007/09/015
10.1103/PhysRevB.68.184302
10.1103/PhysRevD.83.105018
10.1103/PhysRevD.89.065013
10.1134/1.568081
10.1134/s1063778810030221
10.1140/epjc/s10052-010-1484-2
10.1140/epjc/s10052-014-3218-3
10.1088/0305-4470/39/41/S15
10.1088/1126-6708/2005/09/051
10.1088/1126-6708/2005/10/044
10.1088/1126-6708/2007/04/002
10.1016/j.dam.2018.05.001
10.1007/JHEP06(2012)050
10.1007/JHEP08(2014)036
10.1007/JHEP09(2018)019
10.1088/1751-8113/41/19/194001
10.1088/1126-6708/2001/08/005
10.1088/1126-6708/2002/09/020
10.1088/1126-6708/2004/04/038
10.1088/1126-6708/2004/11/069
10.1063/1.1960798
10.1088/1126-6708/2004/09/025
10.1088/1126-6708/2005/08/075
10.1088/1126-6708/2007/02/064
10.1103/PhysRevD.72.064005
10.1093/mnras/stv1966
10.1093/mnras/stw845
10.1016/j.iref.2014.01.009
10.1016/j.irfa.2016.03.006
10.1016/j.jcorpfin.2017.10.017
10.1016/j.jcorpfin.2017.11.003
10.1080/16081625.2016.1253483
10.1111/eufm.12103
10.1007/s11747-015-0470-5
10.1016/j.tourman.2012.06.003
10.1509/jim.11.0129
10.1509/jim.14.0063
10.1509/jim.15.0065
10.1007/s11664-015-3692-x
10.1016/j.apsusc.2015.06.123
10.1016/j.jcrysgro.2013.12.064
10.1016/j.sna.2011.01.001
10.1016/j.ultramic.2015.12.006
10.1049/iet-cds.2014.0353
10.1049/iet-cds.2015.0326
10.1063/1.1435417
10.1063/1.1503167
10.1063/1.1647280
10.1063/1.1775300
10.1063/1.4767923
10.1088/1742-6596/643/1/012007
10.3390/molecules21091166
10.1017/eaa.2017.21
10.1080/096031000331752
10.1111/1467-9701.00317
10.15184/aqy.2014.28
10.1016/j.accfor.2014.06.002
10.1016/j.intfin.2018.02.005
10.1080/09638180.2015.1117007
10.1111/fmii.12019
10.1002/for.1100
10.1007/s11156-013-0386-4
10.1007/s11156-017-0664-7
10.1016/j.econlet.2012.01.014
10.1016/j.jacceco.2013.08.002
10.1016/j.jbankfin.2011.01.010
10.1016/j.jfs.2016.10.002
10.1017/S0007680516000027
10.1080/1351847X.2014.946528
10.1080/1351847X.2015.1105272
10.1093/jjfinec/nby031
10.1111/eufm.12052
10.1111/eufm.12188
10.1111/jmcb.12249
10.1177/0266242613496262
10.1007/s00208-014-1025-7
10.1007/s00208-017-1551-1
10.1016/j.aim.2014.03.018
10.1142/S0129167X13500195
10.1215/00127094-2322779
10.1515/crelle-2015-0025
10.4153/CJM-2014-033-0
10.4310/MRL.2016.v23.n6.a12
10.1002/for.2506
10.1006/jcec.2000.1705
10.1016/j.irfa.2016.11.006
10.1016/j.ribaf.2016.07.017
10.1016/S1043-951X(01)00051-7
10.1023/A:1017549828555
10.1080/0003684022000017575
10.1080/09603100701735946
10.1080/14765284.2013.838386
10.1080/14765284.2017.1378853
10.1108/20441391211231051
10.1111/coep.12105
10.1111/cwe.12116
10.1111/j.1749-124X.2013.12043.x
10.1142/S0219024902001341
10.1162/ASEP_a_00319
10.1162/ASEP_a_00328
10.1111/j.1468-036X.2006.00275.x
10.1075/babel.00023.zhe
10.1075/babel.59.2.03zhe
10.1075/target.18036.zhe
10.1075/tcb.00006.zhe
10.1075/tis.9.1.01zhe
10.1080/0907676X.2012.746380
10.1556/084.2017.18.2.1
10.1155/2014/287159
10.1186/1687-1499-2012-307
10.3969/j.issn.2095-087X.2012.04.002
10.1016/j.finmar.2009.03.001
10.1002/job.2249
10.1002/job.779
10.1002/jocb.236
10.1016/j.jbusres.2016.02.006
10.1080/08959285.2011.631648
10.1080/08959285.2015.1021050
10.1080/09585192.2013.781431
10.1111/j.1464-0597.2011.00455.x
10.1177/0149206315596814
10.1007/JHEP05(2018)015
10.1007/JHEP11(2018)173
10.1016/j.physletb.2018.08.025
10.1103/PhysRevD.97.115033
10.1017/ann.2016.9
10.1017/rmu.2014.10
10.1017/S0009838814000494
10.1163/156852511X505051
10.1515/tcs.2010.007
10.1017/S1060150309090238
10.1177/1029864909013002181
10.1353/jhi.2014.0019
10.1353/log.2016.0004
10.1556/SMus.46.2005.3-4.5
10.1016/S1040-6182(03)00116-2
10.1023/A:1022942801531
10.1023/B:NHAZ.0000037038.18814.b0
10.1038/nature06135
10.1080/0967088042000192086
10.1093/ml/gcr144
10.1177/1474022216684636
10.1525/JM.2014.31.3.354
10.1080/01436590600720876
10.1007/s11572-017-9450-9
10.1017/cjlj.2016.9
10.1017/S2045381716000022
10.14324/111.2052-1871.009
10.5617/oslaw2765
